Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.00357570390171,3.4474962304662,4.19649888238551,2.01854355976227,3.28158694697213,4.77377455386915,3.90961779211888,2.48211560474808,4.69742798827244,5.44666363048887,6.36656841727438,9.44483742337138,7.07109839479793,9.1960331665781,16.0440111889862,24.2072876743291,16.5595225588084,15.8402667458767,8.26314103860768,13.4212799774013,17.9659242656858,11.8766265142296,8.59886383332181,4.60930327269783,4.96071097821929,6.07139434015118,3.42760940369308,4.14892232052949,4.15535171583102,5.76024909185262,8.06346090938833,7.46178295746933,4.59154929577464,2.55857796929707,2.21901260504202,2.69749518304432,2.85178236397748,2.20114313510882,1.82056163731558,1.7529508005142,1.18295624210404,1.53234960272418,1.52040245947458,1.3765003854201,1.39039756680426,2.08913649025072,2.45566166439288,2.38656150773328,3.52140856342537,1.96173173560107,2.49265472467065,3.85611244682819,2.57323479654528,2.29166666666666,1.45112016293279,0.368046842325369,1.00841736811403,2.55775577557754,2.29283990345939,1.73810460086511,0.98948670377243,2.51837109614205,
